SkinID,name,region,desc,WeaponID,damage,ammo_clip_size,fire_interval,multi_fire_interval,bite_armor,range,full_damage_distance,min_damage_distance,min_damage,scatter_num,scatter_speed,scatter_move,scatter_max,scatter_recover_speed,player_speed_factor,player_speed_factor_while_firing,once_ammo,reload_speed,buff_id,damage_ratio_head,damage_ratio_body,damage_ratio_limb,sight_shoot_mindmg_numx
907201724,人造女主題M1014槍弱化,DEFAULT,,5,,2,,,,,,,,,,,,,,,,-0.1,,,,,
907201725,人造女主題SVD槍弱化,DEFAULT,,26,,2,,,,,,,,,,,,,,,,-0.1,,,,,
907201716,花花公子主題SCAR槍弱化,DEFAULT,,12,,-2,-0.018,,,,,,,,,,,,,,,,,,,,
907201717,花花公子主題AWM槍弱化,DEFAULT,,4,,-1,-0.055,,,,,,,,,,,,,,,,,,,,
907201718,花花公子主題MP5槍弱化,DEFAULT,,8,,-2,-0.008,,,,,,,,,,,,,,,,,,,,
907201719,花花公子主題P90槍弱化,DEFAULT,,32,,-4,-0.01,,,,,,,,,,,,,,,,,,,,
907101806,万圣节南瓜槍AK47强化,DEFAULT,,6,,,-0.01,,,-3,,,,,-0.05,,-0.5,,,,,,,,,,
907101807,万圣节南瓜槍M60强化,DEFAULT,,30,,,,,,-2,,,,,-0.05,,-0.5,,,,,,,,,,
907101815,灵能战队槍FAMAS强化,DEFAULT,,24,,,-0.015,,,,,,,,0.02,,,,,,,0.15,,,,,
907101816,灵能战队槍KAR98强化,DEFAULT,,21,,,,,,,-2,,,,,,,,,,,0.3,,,,,
907101817,艺伎主题槍UMP强化,DEFAULT,,7,1,,-0.016,,,,,,,,0.02,,,,,,,,,,,,
907101818,艺伎主题槍AN94强化,DEFAULT,,33,,,-0.03,,,,,,,,0.015,,,,,,,,,,,,
907101821,孵化室关节人偶主题槍M60强化,DEFAULT,,30,,,-0.025,,,3,,,,,,,,,,,,-0.1,,,,,
907101822,孵化室关节人偶主题槍SPAS12强化,DEFAULT,,29,,,-0.04,,,,,,,,,,,,,,,-0.1,,,,,
907101819,巴西玩家投稿火骷髅主题槍M4A1强化,DEFAULT,,2,4,2,,,,,,,,,0.01,,,,,,,,,,,,
907101820,巴西玩家投稿火骷髅主题槍SKS强化,DEFAULT,,18,,3,,,,,,-2,,,,,,,,,,,,,,,
907101801,猎头者主题槍AK47强化,DEFAULT,,6,5,,,,,-3,,,,,,,,,,,,0.1,,,,,
907101802,猎头者主题槍SPAS12强化,DEFAULT,,29,,,,,,-1,,,,,,,,,,,,0.1,,,,,
907101808,万圣节蝙蝠主题枪XM8强化,DEFAULT,,28,2,,,,,-2,,,,,-0.03,,-0.3,,,,,,,,,,
907101809,万圣节蝙蝠主题枪M79强化,DEFAULT,,23,,1,-0.1,,,,,,,,,,,,,,,-0.1,,,,,
907101810,万圣节蝙蝠主题枪M4A1强化,DEFAULT,,2,2,,,,,-2,,,,,-0.03,,-0.3,,,,,,,,,,
907101811,万圣节蝙蝠主题枪SPAS12强化,DEFAULT,,29,2,,,,,-1,,,,,-0.4,,,,,,,,,,,,
907101823,特殊角色女工程师主题枪MP40强化,DEFAULT,,15,,2,,,,,,,,,-0.018,,,,,,,-0.1,,,,,
907101824,特殊角色女工程师主题枪AN94强化,DEFAULT,,33,,4,,,,,,,,,-0.03,,-0.3,,,,,-0.15,,,,,
907101825,特殊角色女工程师主题枪XM8强化,DEFAULT,,28,,3,,,,,,,,,-0.03,,-0.3,,,,,-0.15,,,,,
907101826,特殊角色女工程师主题枪CG15强化,DEFAULT,,35,,2,,,,,,,,,-0.02,,-0.2,,,,,-0.1,,,,,
907201806,万圣节南瓜槍AK47弱化,DEFAULT,,6,,,-0.01,,,-3,,,,,-0.035,,-0.35,,,,,,,,,,
907201807,万圣节南瓜槍M60弱化,DEFAULT,,30,,,,,,-2,,,,,-0.05,,-0.5,,,,,,,,,,
907201815,灵能战队槍FAMAS弱化,DEFAULT,,24,,,-0.008,,,,,,,,0.02,,,,,,,,,,,,
907201816,灵能战队槍KAR98弱化,DEFAULT,,21,,,,,,,-2,,,,,,,,,,,,,,,,
907201817,艺伎主题槍UMP弱化,DEFAULT,,7,1,,-0.009,,,,,,,,0.02,,,,,,,,,,,,
907201818,艺伎主题槍AN94弱化,DEFAULT,,33,,,-0.03,,,,,,,,0.015,,,,,,,,,,,,
907201821,孵化室关节人偶主题槍M60弱化,DEFAULT,,30,,,-0.015,,,3,2,1,,,,,,,,,,-0.1,,,,,
907201822,孵化室关节人偶主题槍SPAS12弱化,DEFAULT,,29,,,-0.04,,,,,,,,,,,,,,,-0.1,,,,,
907201819,巴西玩家投稿火骷髅主题槍M4A1弱化,DEFAULT,,2,2,2,,,,,,,,,0.01,,,,,,,,,,,,
907201820,巴西玩家投稿火骷髅主题槍SKS弱化,DEFAULT,,18,,3,,,,,,-2,,,,,,,,,,,,,,,
907201801,猎头者主题槍AK47弱化,DEFAULT,,6,2,,,,,-3,-2,-1,,,,,,,,,,0.1,,,,,
907201802,猎头者主题槍SPAS12弱化,DEFAULT,,29,,,,,,-1,-1,-1,,,,,,,,,,0.1,,,,,
907201808,万圣节蝙蝠主题枪XM8弱化,DEFAULT,,28,2,,,,,-2,-2,-1,,,-0.03,,-0.3,,,,,,,,,,
907201809,万圣节蝙蝠主题枪M79弱化,DEFAULT,,23,,1,-0.1,,,,,,,,,,,,,,,-0.1,,,,,
907201810,万圣节蝙蝠主题枪M4A1弱化,DEFAULT,,2,2,,,,,-2,-2,-1,,,-0.03,,-0.3,,,,,,,,,,
907201811,万圣节蝙蝠主题枪SPAS12弱化,DEFAULT,,29,2,,,,,-1,,,,,-0.4,,,,,,,,,,,,
907201823,特殊角色女工程师主题枪MP40弱化,DEFAULT,,15,,2,,,,,,,,,-0.018,,,,,,,-0.1,,,,,
907201824,特殊角色女工程师主题枪AN94弱化,DEFAULT,,33,,4,,,,,,,,,-0.03,,-0.3,,,,,-0.15,,,,,
907201825,特殊角色女工程师主题枪XM8弱化,DEFAULT,,28,,3,,,,,,,,,-0.03,,-0.3,,,,,-0.15,,,,,
907201826,特殊角色女工程师主题枪CG15弱化,DEFAULT,,35,,2,,,,,,,,,-0.02,,-0.2,,,,,-0.1,,,,,
907101906,孵化室杀人游乐园MP40强化,DEFAULT,,15,1,,,,,,,,,,-0.025,,-0.35,,,,,-0.1,,,,,
907101907,孵化室杀人游乐园AN94强化,DEFAULT,,33,2,,,,,,,,,,-0.02,,-0.2,,,,,-0.1,,,,,
907101912,孵化室涂鸦Groza强化,DEFAULT,,14,,-2,-0.01,,,5,4,2,,,,,,,,,,,,,,,
907101913,孵化室涂鸦AWM强化,DEFAULT,,4,,1,,,,-3,-2,-1,,,,,,,,,,0.1,,,,,
907101908,春节SCAR强化,DEFAULT,,12,2,-2,,,,5,4,2,,,,,,,,,,,,,,,
907101909,春节XM8强化,DEFAULT,,28,,,0.006,,,3,2,1,,,-0.02,,,,,,,,,,,,
907101910,圣诞大兵M60强化,DEFAULT,,30,,-5,-0.015,,,5,4,2,,,,,,,,,,,,,,,
907101911,圣诞大兵SPAS12强化,DEFAULT,,29,,-1,-0.04,,,3,1,1,,,,,,,,,,,,,,,
907101917,陷阱说唱FAMAS强化,DEFAULT,,24,2,,,,,5,4,2,,,,,,,,,,-0.1,,,,,
907101918,陷阱说唱P90强化,DEFAULT,,32,,,,,,4,3,2,,,,,,,,,,-0.1,,,,,
907101919,特殊角色爆破专家男枪MGL140强化,DEFAULT,,31,,2,0.04,,,,,,,,,,,,,,,,,,,,
907101920,特殊角色爆破专家男枪M79强化,DEFAULT,,23,,1,0.1,,,,,,,,,,,,,,,,,,,,
907101921,特殊角色爆破专家男枪MP5强化,DEFAULT,,8,,2,-0.008,,,-1,-1,-1,,,,,,,,,,,,,,,
907101922,特殊角色爆破专家男枪M1014强化,DEFAULT,,5,,1,-0.04,,,-1,,,,,,,,,,,,,,,,,
907101923,特殊角色假小子枪FAMAS强化,DEFAULT,,24,,2,,,,,,,,,-0.02,,-0.2,,,,,-0.1,,,,,
907101924,特殊角色假小子枪VSS强化,DEFAULT,,13,,2,,,,,,,,,-0.035,,-0.15,,,,,-0.15,,,,,
907101925,特殊角色假小子枪SVD强化,DEFAULT,,26,,2,,,,,,,,,-0.02,,-0.2,,,,,-0.15,,,,,
907101926,特殊角色假小子枪M14强化,DEFAULT,,11,,2,,,,,,,,,-0.02,,-0.2,,,,,-0.1,,,,,
907201906,孵化室杀人游乐园MP40弱化,DEFAULT,,15,,,,,,,,,,,-0.025,,-0.35,,,,,-0.1,,,,,
907201907,孵化室杀人游乐园AN94弱化,DEFAULT,,33,2,,,,,,,,,,-0.02,,-0.2,,,,,-0.1,,,,,
907201912,孵化室涂鸦Groza弱化,DEFAULT,,14,,-2,-0.01,,,5,4,2,,,,,,,,,,,,,,,
907201913,孵化室涂鸦AWM弱化,DEFAULT,,4,,1,,,,-5,-5,-5,,,,,,,,,,0.1,,,,,
907201908,春节SCAR弱化,DEFAULT,,12,2,-2,,,,3,2,1,,,,,,,,,,,,,,,
907201909,春节XM8弱化,DEFAULT,,28,,,0.006,,,3,2,1,,,-0.02,,,,,,,,,,,,
907201910,圣诞大兵M60弱化,DEFAULT,,30,,-5,,,,5,4,2,,,,,,,,,,,,,,,
907201911,圣诞大兵SPAS12弱化,DEFAULT,,29,,-1,-0.04,,,3,2,1,,,,,,,,,,,,,,,
907201917,陷阱说唱FAMAS弱化,DEFAULT,,24,,,,,,5,4,2,,,,,,,,,,-0.1,,,,,
907201918,陷阱说唱P90弱化,DEFAULT,,32,,,,,,4,3,2,,,,,,,,,,-0.1,,,,,
907201919,特殊角色爆破专家男枪MGL140弱化,DEFAULT,,31,,2,0.04,,,,,,,,,,,,,,,,,,,,
907201920,特殊角色爆破专家男枪M79弱化,DEFAULT,,23,,1,0.1,,,,,,,,,,,,,,,,,,,,
907201921,特殊角色爆破专家男枪MP5弱化,DEFAULT,,8,,2,-0.008,,,-1,-1,-1,,,,,,,,,,,,,,,
907201922,特殊角色爆破专家男枪M1014弱化,DEFAULT,,5,,1,-0.04,,,-1,,,,,,,,,,,,,,,,,
907201923,特殊角色假小子枪FAMAS弱化,DEFAULT,,24,,2,,,,,,,,,-0.02,,-0.2,,,,,-0.1,,,,,
907201924,特殊角色假小子枪VSS弱化,DEFAULT,,13,,2,,,,,,,,,-0.035,,-0.15,,,,,-0.15,,,,,
907201925,特殊角色假小子枪SVD弱化,DEFAULT,,26,,2,,,,,,,,,-0.02,,-0.2,,,,,-0.15,,,,,
907201926,特殊角色假小子枪M14弱化,DEFAULT,,11,,2,,,,,,,,,-0.02,,-0.2,,,,,-0.1,,,,,
907111316,皇金M60特效槍(新ID),DEFAULT,,30,,,,,,,4,3,,,,,,,,,,-0.1,,,,,
907111317,紅色MP5槍(新ID),DEFAULT,,8,,,,,,,-1,-1,,,-0.02,,-0.2,,,,,,,,,,
907111318,瘟疫醫生SPAS12槍(新ID),DEFAULT,,29,,,-0.04,,,,,,,,,,,,,,,-0.1,,,,,
907102009,孵化室金属脑壳主题AN94强化,DEFAULT,,33,4,-2,,,,,,,,,-0.02,,-0.2,,,,,,,,,,
907102010,孵化室金属脑壳主题UMP强化,DEFAULT,,7,,,-0.008,,,,,,,,-0.015,,-0.3,,,,,-0.1,,,,,
907102011,恶土恶徒主题M1014强化,DEFAULT,,5,1,,0.02,,,4,2,2,,,,,,,,,,,,,,,
907102012,恶土恶徒主题SPAS12强化,DEFAULT,,29,,,,,,2,1,1,,,0.2,,0.4,,,,,0.1,,,,,
907102013,剑道士兵主题武士刀强化,DEFAULT,,34,,,,,,,,,,,,,,,,,,,,,,,
907102014,恶骨小队主题P90强化,DEFAULT,,32,1,,-0.015,,,,,,,,,,,,,,,-0.1,,,,,
907102015,恶骨小队主题XM8强化,DEFAULT,,28,,,-0.015,,,,,,,,0.015,,,,,,,0.1,,,,,
907102016,情人节主题AK47强化,DEFAULT,,6,2,-2,,,,,,,,,-0.06,,-0.32,,,,,,,,,,
907102017,情人节主题AWM强化,DEFAULT,,4,,-1,-0.045,,,,,,,,,,,,,,,0.15,,,,,
907102001,粉色扑克之夜MP40主题枪械强化,DEFAULT,,15,1,-1,,,,,,,,,-0.025,,-0.3,,,,,,,,,,
907102002,绿色扑克之夜MP40主题枪械强化,DEFAULT,,15,2,,,,,3,2,2,,,,,,,,,,-0.1,,,,,
907102003,金色扑克之夜MP40主题枪械强化,DEFAULT,,15,2,,-0.009,,,-2,-2,-1,,,,,,,,,,,,,,,
907102004,深蓝色扑克之夜MP40主题枪械强化,DEFAULT,,15,,4,-0.009,,,-2,-2,-1,,,,,,,,,,,,,,,
907102018,特殊角色跑酷男主题AK47强化,DEFAULT,,6,,-2,-0.012,,,,,,,,,,,,,,,0.15,,,,,
907102019,特殊角色跑酷男主题CG15强化,DEFAULT,,35,,2,-0.011,,,,,,,,,,,,,,,-0.1,,,,,
907102020,特殊角色跑酷男主题SPAS12强化,DEFAULT,,29,,,-0.035,,,-1.5,,-1,,,,,,,,,,0.18,,,,,
907102021,特殊角色跑酷男主题SKS强化,DEFAULT,,18,,-1,-0.06,,,,,,,,,,,,,,,,,,,,
907102022,特殊角色涂鸦女主题M4A1强化,DEFAULT,,2,,-2,-0.03,,,,,,,,,,,,,,,,,,,,
907102023,特殊角色涂鸦女主题M14强化,DEFAULT,,11,4,,,,,,,,,,-0.025,,-0.125,,,,,-0.1,,,,,
907102024,特殊角色涂鸦女主题AWM强化,DEFAULT,,4,13,1,,,,-1,,-5,,,,,,,,,,,,,,,
907102025,特殊角色涂鸦女主题VSS强化,DEFAULT,,13,,,-0.055,,,-3,,-2,,,,,,,,,,,,,,,
907202009,孵化室金属脑壳主题AN94弱化,DEFAULT,,33,4,-2,,,,,,,,,,,,,,,,,,,,,
907202010,孵化室金属脑壳主题UMP弱化,DEFAULT,,7,,,-0.008,,,,,,,,-0.015,,-0.3,,,,,-0.1,,,,,
907202011,恶土恶徒主题M1014弱化,DEFAULT,,5,1,,0.02,,,2,2,1,,,,,,,,,,,,,,,
907202012,恶土恶徒主题SPAS12弱化,DEFAULT,,29,,,,,,2,1,1,,,0.2,,0.4,,,,,0.1,,,,,
907202013,剑道士兵主题武士刀弱化,DEFAULT,,34,,,,,,,,,,,,,,,,,,,,,,,
907202014,恶骨小队主题P90弱化,DEFAULT,,32,1,,-0.009,,,,,,,,,,,,,,,-0.1,,,,,
907202015,恶骨小队主题XM8弱化,DEFAULT,,28,,,-0.015,,,,,,,,0.015,,,,,,,0.1,,,,,
907202016,情人节主题AK47弱化,DEFAULT,,6,2,-2,,,,,,,,,-0.035,,-0.35,,,,,,,,,,
907202017,情人节主题AWM弱化,DEFAULT,,4,,-1,-0.045,,,,,,,,,,,,,,,0.15,,,,,
907202001,粉色扑克之夜MP40主题枪械弱化,DEFAULT,,15,1,-1,,,,,,,,,-0.015,,-0.3,,,,,,,,,,
907202002,绿色扑克之夜MP40主题枪械弱化,DEFAULT,,15,1,,,,,3,2,2,,,,,,,,,,-0.1,,,,,
907202003,金色扑克之夜MP40主题枪械弱化,DEFAULT,,15,1,,-0.009,,,-2,-2,-1,,,,,,,,,,,,,,,
907202004,深蓝色扑克之夜MP40主题枪械弱化,DEFAULT,,15,,2,-0.009,,,-2,-2,-1,,,,,,,,,,,,,,,
907202018,特殊角色跑酷男主题AK47弱化,DEFAULT,,6,,-2,-0.012,,,,,,,,,,,,,,,0.15,,,,,
907202019,特殊角色跑酷男主题CG15弱化,DEFAULT,,35,,2,-0.011,,,,,,,,,,,,,,,-0.1,,,,,
907202020,特殊角色跑酷男主题SPAS12弱化,DEFAULT,,29,,,-0.035,,,-1.5,,-1,,,,,,,,,,0.18,,,,,
907202021,特殊角色跑酷男主题SKS弱化,DEFAULT,,18,,-1,-0.06,,,,,,,,,,,,,,,,,,,,
907202022,特殊角色涂鸦女主题M4A1弱化,DEFAULT,,2,,-2,-0.03,,,,,,,,,,,,,,,,,,,,
907202023,特殊角色涂鸦女主题M14弱化,DEFAULT,,11,4,,,,,,,,,,-0.025,,-0.125,,,,,-0.1,,,,,
907202024,特殊角色涂鸦女主题AWM弱化,DEFAULT,,4,13,1,,,,-1,,-5,,,,,,,,,,,,,,,
907202025,特殊角色涂鸦女主题VSS弱化,DEFAULT,,13,,,-0.055,,,-3,,-2,,,,,,,,,,,,,,,
907102107,BunnyM79,DEFAULT,,23,,1,,,,,2,4,,,,,,,,,,-0.1,,,,,
907102108,BunnyMP5,DEFAULT,,8,,,-0.008,,,-2,-1,-1,,,-0.02,,-0.1,,,,,,,,,,
907102109,SongkranXM8,DEFAULT,,28,3,-2,,,,,2,2,,,,,,,,,,,,,,,
907102110,SongkranSPAS12,DEFAULT,,29,1,,0.02,,,2,1,1,,,,,,,,,,,,,,,
907102111,Spine PunkAN94,DEFAULT,,33,,-2,-0.022,,,,2,2,,,,,,,,,,,,,,,
907102112,Spine PunkM249,DEFAULT,,19,,,-0.015,,,,-2,-1,,,-0.035,,-0.14,,,,,,,,,,
907102123,DtacM1887,DEFAULT,,41,1,,,,,-3,,,,,-0.05,,,,,,,,,,,,
907102118,Kapella theme boxFAMAS,DEFAULT,,24,,2,,,,,3,2,,,,,,,,,,-0.1,,,,,
907102119,Kapella theme boxUMP,DEFAULT,,7,,,-0.013,,,-1,-2,-1,,,,,,,,,,,,,,,
907102120,Kapella theme boxMGL140,DEFAULT,,31,,,0.04,,,4,4,3,,,,,,,,,,,,,,,
907102121,Kapella theme boxKAR98,DEFAULT,,21,,,-0.13,,,,,-2,,,,,,,,,,0.1,,,,,
907202107,BunnyM79,DEFAULT,,23,,1,,,,,1,2,,,,,,,,,,-0.1,,,,,
907202108,BunnyMP5,DEFAULT,,8,,,-0.008,,,-2,-1,-1,,,-0.02,,-0.1,,,,,,,,,,
907202109,SongkranXM8,DEFAULT,,28,3,-2,,,,,,,,,,,,,,,,,,,,,
907202110,SongkranSPAS12,DEFAULT,,29,1,,0.02,,,2,1,1,,,,,,,,,,,,,,,
907202111,Spine PunkAN94,DEFAULT,,33,,-2,-0.022,,,,,,,,,,,,,,,,,,,,
907202112,Spine PunkM249,DEFAULT,,19,,,-0.015,,,,-2,-1,,,-0.035,,-0.14,,,,,,,,,,
907202123,DtacM1887,DEFAULT,,41,1,,,,,-3,,,,,-0.05,,,,,,,,,,,,
907202118,Kapella theme boxFAMAS,DEFAULT,,24,,2,,,,,3,2,,,,,,,,,,-0.1,,,,,
907202119,Kapella theme boxUMP,DEFAULT,,7,,,-0.013,,,-1,-2,-1,,,,,,,,,,,,,,,
907202120,Kapella theme boxMGL140,DEFAULT,,31,,,0.04,,,4,4,3,,,,,,,,,,,,,,,
907202121,Kapella theme boxKAR98,DEFAULT,,21,,,-0.13,,,,,-2,,,,,,,,,,0.1,,,,,
907102210,战争学院主题枪械P90,DEFAULT,,32,3,-4,,,,,2,1,,,,,,,,,,,,,,,
907102211,战争学院主题枪械Kar98,DEFAULT,,21,,1,-0.135,,,,,,,,,,,,,,,-0.1,,,,,
907102228,孵化室产出天启主题枪械M1014 红,DEFAULT,,5,,-1,-0.072,,,,,,,,,,,,,,,0.15,,,,,
907102231,孵化室产出天启主题枪械M1014 金,DEFAULT,,5,2,,,,,2,1,,,,0.1,,,,,,,,,,,,
907102230,孵化室产出天启主题枪械M1014 绿,DEFAULT,,5,,,-0.03,,,3,2,,,,,,,,,,,-0.1,,,,,
907102229,孵化室产出天启主题枪械M1014 银,DEFAULT,,5,1,2,,,,,,,,,,,,,,,,-0.15,,,,,
907102212,修行者主题枪械Scar,DEFAULT,,12,,,-0.019,,,2,1,2,,,0.018,,,,,,,,,,,,
907102213,修行者主题枪械SPAS12,DEFAULT,,29,,1,-0.038,,,,,,,,,,,,,,,-0.1,,,,,
907102214,夏日水泡船长主题枪械M60,DEFAULT,,30,2,,,,,2,4,3,,,,,,,,,,-0.15,,,,,
907102215,夏日水泡船长主题枪械M249,DEFAULT,,19,,,-0.009,,,-2,,-1,,,,,,,,,,0.1,,,,,
907102217,燕尾蝶主题枪械AWM,DEFAULT,,4,,1,-0.18,,,,,,,,,,,,,,,-0.1,,,,,
907102218,燕尾蝶主题枪械SKS,DEFAULT,,18,,,,,,,,,,,-0.028,,,,,,,-0.1,,,,,
907102220,主播男主题换皮枪械XM8,DEFAULT,,28,,2,,,,,2,1,,,0.013,,,,,,,,,,,,
907102221,主播男主题换皮枪械AN94,DEFAULT,,33,,,,,,,2,3,,,0.015,,,,,,,,,,,,
907102222,主播男主题换皮枪械M1014,DEFAULT,,5,,,,,,,,,,,0.08,,,,,,,0.2,,,,,
907102223,主播男主题换皮枪械M14,DEFAULT,,11,3,-1,,,,2,1,2,,,,,,,,,,,,,,,
907102224,侦探女主题换皮枪械FAMAS,DEFAULT,,24,,,-0.015,,,-1,-2,,,,,,,,,,,,,,,,
907102225,侦探女主题换皮枪械UMP,DEFAULT,,7,,,,,,,-2,,,,-0.035,,,,,,,,,,,,
907102226,侦探女主题换皮枪械VSS,DEFAULT,,13,2,-1,,,,,,,,,-0.02,,,,,,,,,,,,
907102227,侦探女主题换皮枪械AK47,DEFAULT,,6,,,,,,,2,2,,,-0.025,,,,,,,-0.1,,,,,
907102232,排位赛黄金沙鹰Eagle,DEFAULT,,9,,1,,,,,,,,,,,,,,,,-0.1,,,,,
907202210,战争学院主题枪械P90,DEFAULT,,32,1,-4,,,,,2,1,,,,,,,,,,,,,,,
907202211,战争学院主题枪械Kar98,DEFAULT,,21,,1,-0.135,,,,,,,,,,,,,,,-0.1,,,,,
907202228,孵化室产出天启主题枪械M1014 红,DEFAULT,,5,,-1,-0.072,,,,,,,,,,,,,,,0.15,,,,,
907202231,孵化室产出天启主题枪械M1014 金,DEFAULT,,5,2,,,,,2,1,,,,0.1,,,,,,,,,,,,
907202230,孵化室产出天启主题枪械M1014 绿,DEFAULT,,5,,,-0.03,,,3,2,,,,,,,,,,,-0.1,,,,,
907202229,孵化室产出天启主题枪械M1014 银,DEFAULT,,5,1,2,,,,,,,,,,,,,,,,-0.15,,,,,
907202212,修行者主题枪械Scar,DEFAULT,,12,,,-0.012,,,2,1,2,,,0.018,,,,,,,,,,,,
907202213,修行者主题枪械SPAS12,DEFAULT,,29,,1,-0.038,,,,,,,,,,,,,,,-0.1,,,,,
907202214,夏日水泡船长主题枪械M60,DEFAULT,,30,2,,,,,2,2,1,,,,,,,,,,-0.15,,,,,
907202215,夏日水泡船长主题枪械M249,DEFAULT,,19,,,-0.009,,,-2,,-1,,,,,,,,,,0.1,,,,,
907202217,燕尾蝶主题枪械AWM,DEFAULT,,4,,1,-0.14,,,,,,,,,,,,,,,-0.1,,,,,
907202218,燕尾蝶主题枪械SKS,DEFAULT,,18,,,,,,,,,,,-0.028,,,,,,,-0.1,,,,,
907202220,主播男主题换皮枪械XM8,DEFAULT,,28,,2,,,,,2,1,,,0.013,,,,,,,,,,,,
907202221,主播男主题换皮枪械AN94,DEFAULT,,33,,,,,,,2,3,,,0.015,,,,,,,,,,,,
907202222,主播男主题换皮枪械M1014,DEFAULT,,5,,,,,,,,,,,0.08,,,,,,,0.2,,,,,
907202223,主播男主题换皮枪械M14,DEFAULT,,11,3,-1,,,,2,1,2,,,,,,,,,,,,,,,
907202224,侦探女主题换皮枪械FAMAS,DEFAULT,,24,,,-0.015,,,-1,-2,,,,,,,,,,,,,,,,
907202225,侦探女主题换皮枪械UMP,DEFAULT,,7,,,,,,,-2,,,,-0.035,,,,,,,,,,,,
907202226,侦探女主题换皮枪械VSS,DEFAULT,,13,2,-1,,,,,,,,,-0.02,,,,,,,,,,,,
907202227,侦探女主题换皮枪械AK47,DEFAULT,,6,,,,,,,2,2,,,-0.025,,,,,,,-0.1,,,,,
907202232,排位赛黄金沙鹰Eagle,DEFAULT,,9,,1,,,,,,,,,,,,,,,,-0.1,,,,,
907102321,CS模式专属黄金枪G18,DEFAULT,,10,,,,,,1,2,,,,0.011,,,,,,,,,,,,
907202321,CS模式专属黄金枪G18,DEFAULT,,10,,,,,,1,2,,,,0.011,,,,,,,,,,,,
907102322,LCDP主题P90,DEFAULT,,32,,,-0.013,,,1,1,,,,,,,,,,,-0.1,,,,,
907102323,LCDP主题AN94,DEFAULT,,33,,,-0.014,,0.11,,,,,,,,,,,,,-0.1,,,,,
907102306,狐狸巫女主题M60,DEFAULT,,30,,-4,,,0.22,,,,,,-0.015,,,,,,,,,,,,
907102307,狐狸巫女主题SVD,DEFAULT,,26,,2,-0.048,,,,,,,,,,,,-0.04,,,,,,,,
907102309,匪帮说唱主题M1887,DEFAULT,,41,,,-0.058,,,,,,,,0.12,,,,,,,0.1,,,,,
907102310,匪帮说唱主题VSS,DEFAULT,,13,3,,,,,-1,-1,,,,,,,,,,,,,,,,
907102312,秩序挑战者主题Groza,DEFAULT,,14,2,,,,,,,,,,-0.05,,,,,,,-0.1,,,,,
907102313,秩序挑战者主题Kar98K,DEFAULT,,21,,-1,,,0.24,,,,,,,,,,,,,,,,,,
907102314,双重人格主题枪械SKS,DEFAULT,,18,7,-1,,,,,,,,,-0.024,,,,,,,,,,,,
907102315,双重人格主题枪械XM8,DEFAULT,,28,,,,,0.11,,,,,,-0.02,,,,,,,-0.12,,,,,
907102317,特殊角色特警男主题AWM,DEFAULT,,4,14,,,,,-1,-2,,,,,,,,,,,0.15,,,,,
907102318,特殊角色特警男主题M60,DEFAULT,,30,2,,,,,2,2,,,,0.018,,,,,,,,,,,,
907102319,特殊角色特警男主题UMP45,DEFAULT,,7,,-2,-0.008,,,2,2,,,,,,,,,,,,,,,,
907102316,特殊角色特警男主题AK47,DEFAULT,,6,,,-0.015,,0.11,-2,-1,,,,,,,,,,,,,,,,
907102201,特殊角色足球男主题M60,DEFAULT,,30,,,,,,,2,,,,-0.021,,,,,,,-0.15,,,,,
907102202,特殊角色足球男主题VSS,DEFAULT,,13,,3,,,,,,,,,,,,,,,,-0.1,,,,,
907102203,特殊角色足球男主题SKS,DEFAULT,,18,4,1,,,,,-2,,,,,,,,,,,,,,,,
907202322,LCDP主题P90,DEFAULT,,32,,,-0.008,,,1,1,,,,,,,,,,,-0.1,,,,,
907202323,LCDP主题AN94,DEFAULT,,33,,,-0.014,,0.11,,,,,,,,,,,,,-0.1,,,,,
907202306,狐狸巫女主题M60,DEFAULT,,30,,-4,,,0.11,,,,,,-0.015,,,,,,,,,,,,
907202307,狐狸巫女主题SVD,DEFAULT,,26,,2,-0.048,,,,,,,,,,,,-0.04,,,,,,,,
907202309,匪帮说唱主题M1887,DEFAULT,,41,,,-0.038,,,,,,,,0.12,,,,,,,0.1,,,,,
907202310,匪帮说唱主题VSS,DEFAULT,,13,3,,,,,-1,-1,,,,,,,,,,,,,,,,
907202312,秩序挑战者主题Groza,DEFAULT,,14,2,,,,,,,,,,-0.03,,,,,,,-0.1,,,,,
907202313,秩序挑战者主题Kar98K,DEFAULT,,21,,-1,,,0.24,,,,,,,,,,,,,,,,,,
907202314,双重人格主题枪械SKS,DEFAULT,,18,4,-1,,,,,,,,,-0.024,,,,,,,,,,,,
907202315,双重人格主题枪械XM8,DEFAULT,,28,,,,,0.11,,,,,,-0.02,,,,,,,-0.12,,,,,
907202317,特殊角色特警男主题AWM,DEFAULT,,4,14,,,,,-1,-2,,,,,,,,,,,0.15,,,,,
907202318,特殊角色特警男主题M60,DEFAULT,,30,2,,,,,2,2,,,,0.018,,,,,,,,,,,,
907202319,特殊角色特警男主题UMP45,DEFAULT,,7,,-2,-0.008,,,2,2,,,,,,,,,,,,,,,,
907202316,特殊角色特警男主题AK47,DEFAULT,,6,,,-0.015,,0.11,-2,-1,,,,,,,,,,,,,,,,
907202201,特殊角色足球男主题M60,DEFAULT,,30,,,,,,,2,,,,-0.021,,,,,,,-0.15,,,,,
